,Foundername,ProfileURL,Inflation adjusted Amount,UID,image,gender
3178, Mike Linton,https://www.crunchbase.com/person/mike-linton-435b,15037241.153520858,1107001938861189437,True,Male
3179, Kevin Chiu,https://www.crunchbase.com/person/kevin-chiu,15037241.153520858,6465998340631882563,True,Male
3180, Alex Haar,https://www.crunchbase.com/person/alex-haar,15037241.153520858,6655993476758476300,True,Male
3181, Harold Brewer,https://www.crunchbase.com/person/harold-brewer,15037241.153520858,5007498005632843522,True,Male
3182, Edward Chiu,https://www.crunchbase.com/person/edward-chiu,15037241.153520858,5793611992787087292,True,Male
3183, Jeffrey Lunsford,https://www.crunchbase.com/person/jeffrey-lunsford,15037241.153520858,7211554443713752409,True,Male
3184, Waheed Qureshi,https://www.crunchbase.com/person/waheed-qureshi,15037241.153520858,8133023434541788576,True,Male
3185, Edgardo Nazario,https://www.crunchbase.com/person/edgardo-nazario,15037241.153520858,2556649284610947778,True,Male
3186, Sean Cassidy,https://www.crunchbase.com/person/sean-cassidy-2,15037241.153520858,6906525752219494808,True,Male
3187, Zach Lipson,https://www.crunchbase.com/person/zach-lipson,15026230.823457018,4467184839586051666,True,Male
3188, Kyle Mathews,https://www.crunchbase.com/person/kyle-mathews,15026230.823457018,1430406617767422666,True,Male
3189, Andrew Mason,https://www.crunchbase.com/person/andrew-mason,15026230.823457018,6685364467130318577,True,Male
3190, JC Glancy,https://www.crunchbase.com/person/james-glancy,15026230.823457018,4038979610798392780,True,Male
3192, Sam Bhagwat,https://www.crunchbase.com/person/sam-bhagwat,15026230.823457018,5734324555561033535,True,Male
3193, Ross Lipson,https://www.crunchbase.com/person/ross-lipson,15026230.823457018,8841701061859198995,True,Male
3194, Ross Buhrdorf,https://www.crunchbase.com/person/ross-buhrdorf,15026230.823457018,1411153850159735579,True,Male
3195, Rome Portlock,https://www.crunchbase.com/person/rome-portlock,15026230.823457018,1320047409073283504,True,Male
3196, Samuel Ellis,https://www.crunchbase.com/person/samuel-ellis-67f6,15026230.823457018,2759377378418523937,True,Male
3197, Iman Abuzeid,https://www.crunchbase.com/person/iman-abuzeid,15026230.823457018,1262956432038417458,True,Female
3198, Shanaz Hemmati,https://www.crunchbase.com/person/shanaz-hemmati,15026230.823457018,3243396931978525066,True,Female
3199, Justin Dangel,https://www.crunchbase.com/person/justin-dangel,15018354.057625044,1017386330093995059,True,Male
3200, Brian Wansolich,https://www.crunchbase.com/person/brian-wansolich,15012124.405231573,4135649778901614271,True,Male
3201, Cy Scott,https://www.crunchbase.com/person/cy-scott,15012124.405231573,3047633940763764881,True,Male
3202, Jay Fuller,https://www.crunchbase.com/person/jay-fuller,15000000.0,984398437992714670,True,Male
3203, Ali Hajimiri,https://www.crunchbase.com/person/ali-hajimiri,15000000.0,2970526853925566483,True,Male
3206, Ty Harris,https://www.crunchbase.com/person/ty-harris,15000000.0,3659607986706553864,True,Male
3207, Jim McGinley,https://www.crunchbase.com/person/jim-mcginley,15000000.0,3420303036298505991,True,Male
3208, Florian Bohn,https://www.crunchbase.com/person/florian-bohn,15000000.0,8633091956954863465,True,Male
3210, Serge Faguet,https://www.crunchbase.com/person/serge-faguet,15000000.0,1684689982115576233,True,Male
3211, Anthony Jules,https://www.crunchbase.com/person/anthony-jules,15000000.0,6088730288458357188,True,Male
3212, May Shochat,https://www.crunchbase.com/person/may-shochat-37d6,15000000.0,4634185933199551489,True,Female
3213, Jack Naglieri,https://www.crunchbase.com/person/jack-naglieri-2,15000000.0,4016534329789398283,True,Male
3214, Lucas Dickey,https://www.crunchbase.com/person/lucas-dickey,15000000.0,9213956038533173937,True,Male
3216, Panos Kougiouris,https://www.crunchbase.com/person/panos-kougiouris,15000000.0,8478554288322775623,True,Male
3217, Charles Fisher,https://www.crunchbase.com/person/charles-fisher,15000000.0,5579835853117312567,True,Male
3218, Amjad Hussain,https://www.crunchbase.com/person/amjad-hussain,15000000.0,8548963144123572056,True,Male
3219, Jacob Eiting,https://www.crunchbase.com/person/jacob-eiting,15000000.0,4004744092364775552,True,Male
3220, Aaron Krane,https://www.crunchbase.com/person/aaron-krane,15000000.0,1463755911234205363,True,Male
3221, Michael Barlow,https://www.crunchbase.com/person/michael-barlow-d9d9,15000000.0,4612619759684218499,True,Male
3223, Abasi Ene-Obong,https://www.crunchbase.com/person/abasi-ene-obong,15000000.0,8926704602229461103,True,Male
3224, Alex Rose,https://www.crunchbase.com/person/alex-rose-2,15000000.0,2173914991376411776,True,Male
3225, Greg Berman,https://www.crunchbase.com/person/greg-berman,15000000.0,8837605206032214312,True,Male
3226, Baratunde Cola,https://www.crunchbase.com/person/baratunde-cola,15000000.0,3037636146117517612,True,Male
3227, Gary Marcus,https://www.crunchbase.com/person/gary-marcus,15000000.0,5102013436682051851,True,Male
3229, Julian (Mac) Mason,https://www.crunchbase.com/person/julian-mac-mason,15000000.0,8276265390553223491,True,Male
3231, Behrooz Abiri,https://www.crunchbase.com/person/behrooz-abiri,15000000.0,290043241371792851,True,Male
3232, Vivek Vaidya,https://www.crunchbase.com/person/vivek-s-vaidya,15000000.0,6860889348412363237,True,Male
3233, Matt Wielbut,https://www.crunchbase.com/person/matt-wielbut,15000000.0,2114573933472687685,True,Male
3234, Jake Sussman,https://www.crunchbase.com/person/jake-sussman,15000000.0,7427581460693645745,True,Male
3235, Kirill Makharinsky,https://www.crunchbase.com/person/kirill-makharinsky,15000000.0,7543577654964108407,True,Male
3236, James Davidson,https://www.crunchbase.com/person/james-davidson-90a6,15000000.0,5440073065486667337,True,Male
3237, Nicholas Potts,https://www.crunchbase.com/person/nicholas-potts,15000000.0,7140066269530653362,True,Male
3238, Gatumi Aliyu,https://www.crunchbase.com/person/gatumi-aliyu,15000000.0,3090034795037564420,True,Male
3239, Bernardo Menezes,https://www.crunchbase.com/person/bernardo-menezes,15000000.0,5042875495801705610,True,Male
3240, Jason Knight,https://www.crunchbase.com/person/jason-knight-ba07,15000000.0,5290877905431701094,True,Male
3242, Arshan Poursohi,https://www.crunchbase.com/person/arshan-poursohi,15000000.0,2305833240304264949,True,Male
3243, Julien Chaumond,https://www.crunchbase.com/person/julien-chaumond,15000000.0,365484160952603921,True,Male
3245, Nikil Viswanathan,https://www.crunchbase.com/person/nikil-viswanathan,15000000.0,7595069970377328195,True,Male
3246, Doron Somech,https://www.crunchbase.com/person/doron-somech,15000000.0,9077943119382486107,True,Male
3247, Max Terry,https://www.crunchbase.com/person/max-terry,15000000.0,3978793318463835807,True,Male
3248, Clement Delangue,https://www.crunchbase.com/person/clement-delangue,15000000.0,6611700798593262433,True,Male
3249, Carolyn Coquillette,https://www.crunchbase.com/person/carolyn-coquillette,15000000.0,1582709523182087420,True,Female
3250, Asaf Hachmon,https://www.crunchbase.com/person/asaf-hachmon,15000000.0,1203101941742334587,True,Male
3251, Liz O’Sullivan,https://www.crunchbase.com/person/liz-o-sullivan,15000000.0,7277992818274670034,True,Female
3252, Thomas Wolf,https://www.crunchbase.com/person/thomas-wolf-125f,15000000.0,198070207419640985,True,Male
3253, Neil Lock,https://www.crunchbase.com/person/neil-lock,15000000.0,5804558508097839254,True,Male
3255, Benjamin Boyer,https://www.crunchbase.com/person/benjamin-boyer-2,15000000.0,6191523026240063253,True,Male
3256, Damilola Oni,https://www.crunchbase.com/person/damilola-oni,15000000.0,1866997799594784476,True,Male
3257, Tommaso Barbugli,https://www.crunchbase.com/person/tommaso-barbugli,15000000.0,3181876550640177699,True,Male
3258, Adam Wenchel,https://www.crunchbase.com/person/adam-wenchel,15000000.0,1577142846136402636,True,Male
3259, Miguel Carranza,https://www.crunchbase.com/person/miguel-carranza,15000000.0,4671053070175929807,True,Male
3260, Itai Damti,https://www.crunchbase.com/person/itai-damti,15000000.0,4457513341597632814,True,Male
3261, Ogochukwu Francis Osifo,https://www.crunchbase.com/person/ogochukwu-francis-osifo,15000000.0,8340926955803111010,True,Male
3262, Lilac Bar David,https://www.crunchbase.com/person/lilach-bar-david,15000000.0,6264095559923581831,True,Female
3263, Chris Baker,https://www.crunchbase.com/person/chris-baker-0203,15000000.0,2884308316646460948,True,Male
3264, Dennis Zimmer,https://www.crunchbase.com/person/dennis-zimmer,15000000.0,1071811847953524001,True,Male
3266, Matt Kilmartin,https://www.crunchbase.com/person/matt-kilmartin,15000000.0,2548314070287987843,True,Male
3268, Michael Moreau,https://www.crunchbase.com/person/michael-moreau-2,15000000.0,3053982791128720023,True,Male
3269, Rodney Brooks,https://www.crunchbase.com/person/rodney-brooks,15000000.0,8876380663066406238,True,Male
3270, Yibiao Zhao,https://www.crunchbase.com/person/yibiao-zhao,15000000.0,8870766740628854504,True,Male
3271, Om Moolchandani,https://www.crunchbase.com/person/om-moolchandani,15000000.0,3504683207485343752,True,Male
3272, Tom Chavez,https://www.crunchbase.com/person/tom-chavez,15000000.0,3459858933901154335,True,Male
3273, Piyush Sharrma,https://www.crunchbase.com/person/piyush-sharrma,15000000.0,5511597570519346501,True,Male
3274, Wayne Mackey,https://www.crunchbase.com/person/wayne-mackey,15000000.0,4475810978966467831,True,Male
3275, Mohamed Amer,https://www.crunchbase.com/person/mohamed-amer,15000000.0,669200314420177050,True,Male
3276, Michael Osadon,https://www.crunchbase.com/person/michael-osadon,15000000.0,5465722269667007731,True,Male
3277, Amarpreet Sawhney,https://www.crunchbase.com/person/amarpreet-sawhney,15000000.0,4171018947850986914,True,Male
3278, John Dickerson,https://www.crunchbase.com/person/john-dickerson,15000000.0,7141672497714771022,True,Male
3279, Alex Alpert,https://www.crunchbase.com/person/alex-alpert,15000000.0,3356631684629332245,True,Male
3280,Christoph Janz,https://www.crunchbase.com/person/christoph-janz,15000000.0,1941580702547063123,True,Male
3282, Alamin Uddin,https://www.crunchbase.com/person/alamin-uddin,15000000.0,1499503453101569591,True,Male
3283, Joseph Lau,https://www.crunchbase.com/person/joseph-lau-2,15000000.0,960945136450004440,True,Male
3284, Thierry Schellenbach,https://www.crunchbase.com/person/thierry-schellenbach,15000000.0,3098151940923206803,True,Male
3285, Sam Browne,https://www.crunchbase.com/person/sam-browne,15000000.0,5337525596006016207,True,Male
3287, Amine Anoun,https://www.crunchbase.com/person/amine-anoun,15000000.0,5828871095580368261,True,Male
3288, Dave Cole,https://www.crunchbase.com/person/dave-cole-2,15000000.0,7691099270029654230,True,Male
3289, Parag Thakore,https://www.crunchbase.com/person/parag-thakore,15000000.0,6835008234804389569,True,Male
3290, Liran Zelkha,https://www.crunchbase.com/person/liran-zelkha,15000000.0,2141650485893434008,True,Male
3291, Henrik Christensen,https://www.crunchbase.com/person/henrik-christensen,15000000.0,102609541819437760,True,Male
3292, Moshe Bar,https://www.crunchbase.com/person/moshe-bar,15000000.0,750655970679338380,True,Male
3293, Will Patrick,https://www.crunchbase.com/person/will-patrick,15000000.0,8207637163849893115,True,Male
3294, Premtim Gjonbalic,https://www.crunchbase.com/person/premtim-gjonbalic,15000000.0,3539431292133368120,True,Male
3295, Larry Scott,https://www.crunchbase.com/person/larry-scott-2,15000000.0,4119677507788146750,True,Male
3297, Erik Christensen,https://www.crunchbase.com/person/erik-christensen-3,15000000.0,1781253027867911525,True,Male
3298,Andy Phillips,https://www.crunchbase.com/person/andy-phillips,15000000.0,7792096694116448904,True,Male
3299, Sachin Aggarwal,https://www.crunchbase.com/person/sachin-aggarwal-6dd5,15000000.0,506549714196491732,True,Male
3301, Jerry Ting,https://www.crunchbase.com/person/jerry-ting,15000000.0,1389142877812884381,True,Male
3302, Daniela Alpert,https://www.crunchbase.com/person/daniela-alpert,15000000.0,1655323493105557977,True,Female
3303, Priscilla Alexander,https://www.crunchbase.com/person/priscilla-alexander,15000000.0,715253062474550316,True,Female
3304, Rebecca Kantar,https://www.crunchbase.com/person/rebecca-kantar,14998078.84216146,5315433138211634100,True,Female
3305, Randy Altschuler,https://www.crunchbase.com/person/randy-altschuler,14993056.735754488,5405830606919195990,True,Male
3306, Laurence Zuriff,https://www.crunchbase.com/person/laurence-zuriff,14993056.735754488,9159197701462621333,True,Male
3307, Doug Sheffield,https://www.crunchbase.com/person/doug-sheffield,14991956.354479965,5034431802012991509,True,Male
3308, Kent Leyde,https://www.crunchbase.com/person/kent-leyde,14991956.354479965,2734943773709966423,True,Male
3309, Antony Taylor,https://www.crunchbase.com/person/ant-taylor,14991956.354479965,5951893385113521799,True,Male
3310, Rana el Kaliouby,https://www.crunchbase.com/person/rana-el-kaliouby,14989497.52111527,6151328966774014554,True,Female
3311, Joris Poort,https://www.crunchbase.com/person/joris-poort,14989497.52111527,2820395699515709232,True,Male
3312, Adam McKenzie,https://www.crunchbase.com/person/adam-mckenzie,14989497.52111527,6655201336247568550,True,Male
3313, Stephan Chenette,https://www.crunchbase.com/person/stephan-chenette,14988507.199367255,7623754927460383127,True,Male
3314, Rajesh Sharma,https://www.crunchbase.com/person/rajesh-sharma-6,14988507.199367255,977602747134385637,True,Male
3315, Maxwell Reynolds,https://www.crunchbase.com/person/maxwell-reynolds,14988208.836572925,28639959023150386,True,Male
3316, Brandon Pereira,https://www.crunchbase.com/person/brandon-pereira,14988208.836572925,362096007680669627,True,Male
3317, Victor P. Fung,https://www.crunchbase.com/person/victor-p-fung,14964642.518742628,8351604724669051226,True,Male
3318," James N. Thomas, Ph.D.",https://www.crunchbase.com/person/james-n-thomas,14964642.518742628,3419331586507600862,True,Male
3319, Dean K. Pettit,https://www.crunchbase.com/person/dean-k-pettit,14964642.518742628,3727428621750358087,True,Male
3320, Jake Frenz,https://www.crunchbase.com/person/jake-frenz,14952702.807824275,9091664238839638642,True,Male
3321, Omar Tawakol,https://www.crunchbase.com/person/omar-tawakol,14944725.390095932,4481420194977611758,True,Male
3322, Mohamed El-Geish,https://www.crunchbase.com/person/mohamed-el-geish,14944725.390095932,3779358270684880929,True,Male
3323, Ahmad Abdulkader,https://www.crunchbase.com/person/ahmad-abdulkader,14944725.390095932,5181579598472818661,True,Male
3324, David Wiener,https://www.crunchbase.com/person/david-wiener,14944725.390095932,1377626433830367692,True,Male
3325, Joe Fernandez,https://www.crunchbase.com/person/joe-fernandez,14942671.674728787,5041547640459940994,True,Male
3326, Waynn Lue,https://www.crunchbase.com/person/waynn-lue,14942671.674728787,6328041074021865852,True,Male
3328, Suat Gedikli,https://www.crunchbase.com/person/suat-gedikli,14919690.246236842,8214967671453965253,True,Male
3329, Ryan Kottenstette,https://www.crunchbase.com/person/ryan-kottenstette,14919690.246236842,8623580552737408517,True,Male
3330, Sanjiv Singh,https://www.crunchbase.com/person/sanjiv-singh-af8f,14918869.152592095,1445587050279276572,True,Male
3331, Estuardo Aguilar-Cordova,https://www.crunchbase.com/person/estuardo-aguilar-cordova,14915055.420249518,7028099093742648731,True,Male
3332, Steve Polsky,https://www.crunchbase.com/person/steve-polsky,14915055.420249518,6995882465049399235,True,Male
3333, Assaf Wand,https://www.crunchbase.com/person/assaf-wand,14914808.310414527,1607275296126122768,True,Male
3334, Eyal Navon,https://www.crunchbase.com/person/eyal-navon,14914808.310414527,7279700698903482769,True,Male
3335, Jamie Hale,https://www.crunchbase.com/person/jamie-hale,14896483.251906065,1484751105029509791,True,Male
3336, Clément Stenac,https://www.crunchbase.com/person/clment-stenac,14896483.251906065,8763729483560509932,True,Male
3337, Florian Douetteau,https://www.crunchbase.com/person/florian-douetteau,14896483.251906065,8959952386167609151,True,Male
3338, Jeff Merkel,https://www.crunchbase.com/person/jeff-merkel,14896483.251906065,4219909963369945635,True,Male
3339, Laura Hale,https://www.crunchbase.com/person/laura-hale-2,14896483.251906065,4181970422168305875,True,Female
3340, Jack Dubie,https://www.crunchbase.com/person/jack-dubie,14896483.251906065,8492878549413863783,True,Male
3341, Marc Batty,https://www.crunchbase.com/person/marc-batty,14896483.251906065,5091825438192992772,True,Male
3342, Thomas Cabrol,https://www.crunchbase.com/person/thomas-cabrol,14896483.251906065,5760958933649335664,True,Male
3343, Julie Yoo,https://www.crunchbase.com/person/julie-j-yoo,14883095.825455213,887100828628359875,True,Female
3344, Frida E. Polli,https://www.crunchbase.com/person/frida-e-polli,14883095.825455213,4537210512871347423,True,Female
3345, Scott Harris,https://www.crunchbase.com/person/scott-harris-9,14873973.765860705,6138381465139012501,True,Male
3346, Scott Davido,https://www.crunchbase.com/person/scott-davido,14873973.765860705,6149779547486352149,True,Male
3347, Thanassis Avgerinos,https://www.crunchbase.com/person/thanassis-avgerinos,14873831.04774943,3701104719918312390,True,Male
3348, David Brumley,https://www.crunchbase.com/person/david-brumley,14873831.04774943,9155113545273250460,True,Male
3349, Alexandre Rebert,https://www.crunchbase.com/person/alexandre-rebert,14873831.04774943,6918359905923543534,True,Male
3351, Hayes Metzger,https://www.crunchbase.com/person/hayes-metzger,14857752.215037322,8709771285844903515,True,Male
3352, Dan Lynch,https://www.crunchbase.com/person/dan-lynch-3,14857752.215037322,6899841190135296443,True,Male
3353, Gordy Ferguson,https://www.crunchbase.com/person/gordy-ferguson,14833710.345285416,8485216578310390060,True,Male
3354, Anatoli Gorchet,https://www.crunchbase.com/person/anatoli-gorchetchnikov,14828392.474026002,8153542354328198453,True,Male
3355, Massimiliano Versace,https://www.crunchbase.com/person/massimiliano-versace,14828392.474026002,807138905455592257,True,Male
3356, Heather Ames,https://www.crunchbase.com/person/heather-ames,14828392.474026002,2485463052172119646,True,Female
3357, Boris Blanche,https://www.crunchbase.com/person/boris-blanche,14816599.923722353,5715551412894495616,True,Male
3358, Will Coleman,https://www.crunchbase.com/person/will-coleman-2,14816599.923722353,6347979239563916671,True,Male
3359, Patrice Crisinel,https://www.crunchbase.com/person/patrice-crisinel,14816599.923722353,5478853410547170745,True,Male
3360, Leila Janah,https://www.crunchbase.com/person/leila-chirayath-janah,14800000.0,7209549322502567668,True,Female
3361, Peter Wang,https://www.crunchbase.com/person/peter-wang-2,14783075.81034972,687710580169833749,True,Male
3362, Hugo Shi,https://www.crunchbase.com/person/hugo-shi,14783075.81034972,4940402402940370803,True,Male
3363, Travis Oliphant,https://www.crunchbase.com/person/travis-oliphant,14783075.81034972,8925145839281787211,True,Male
3365, Paul Marone,https://www.crunchbase.com/person/gary-kurtz,14773696.237827465,3054858267645871288,True,Male
3367, Tess M. Vondra,https://www.crunchbase.com/person/tess-m-vondra,14773696.237827465,954580586133793792,True,Female
3371,William Kirby,https://www.crunchbase.com/person/william-kirby,14773696.237827465,3671663490933675785,True,Male
3372, Kimon Angelides,https://www.crunchbase.com/person/kimon-angelides,14758098.657421594,4386415528187184717,True,Male
3373, Dillon Erb,https://www.crunchbase.com/person/dillon-erb,14747871.505166385,6872416550049536780,True,Male
3374, Daniel Kobran,https://www.crunchbase.com/person/daniel-kobran,14747871.505166385,236748293975812889,True,Male
3375, Rami Karjian,https://www.crunchbase.com/person/rami-karjian,14737050.805249944,6399514118079344464,True,Male
3376, Andrew Lipman,https://www.crunchbase.com/person/andrew-lipman,14737050.805249944,7264133291489598363,True,Male
3377, Anand Janefalkar,https://www.crunchbase.com/person/anand-janefalkar,14713634.85921392,4075995829919507003,True,Male
3378, Hisun Kim,https://www.crunchbase.com/person/hisun-kim,14713634.85921392,2901413670815111860,True,Female
3379, Giovanni Ferrara,https://www.crunchbase.com/person/giovanni-ferrara,14710449.12699256,5897677393201767473,True,Male
3380, Wei Lien Dang,https://www.crunchbase.com/person/wei-lien-dang,14710449.12699256,4030561633603637970,True,Male
3381, Sameer Bhalotra,https://www.crunchbase.com/person/sameer-bhalotra-2,14710449.12699256,869703689339785406,True,Male
3382, Ali Golshan,https://www.crunchbase.com/person/ali-golshan,14710449.12699256,6158325576336092304,True,Male
3383, Mike Dineen,https://www.crunchbase.com/person/mike-dineen,14709934.7503561,5631920936306842142,True,Male
3384, Paul Dagum,https://www.crunchbase.com/person/paul-dagum,14700300.055112164,8824342545073933571,True,Male
3385, Thomas Insel,https://www.crunchbase.com/person/thomas-insel,14700300.055112164,5403957242502241405,True,Male
3386, Richard Klausner,https://www.crunchbase.com/person/richard-klausner,14700300.055112164,2160143807237193582,True,Male
3387, Andy Kleinman,https://www.crunchbase.com/person/andy-kleinman,14700300.055112164,2920488815975849465,True,Male
3388, Stefan Groschupf,https://www.crunchbase.com/person/stefan-groschupf,14671465.99948073,4855193533920629792,True,Male
3389, Pankaj Risbood,https://www.crunchbase.com/person/pankaj-risbood,14644229.917633515,5081516482188745161,True,Male
3391, Jonathan Matus,https://www.crunchbase.com/person/jonathan-matus,14644229.917633515,3059694891762566982,True,Male
3392, Parijat Bhattacharjee,https://www.crunchbase.com/person/parijat-bhattacharjee,14636105.549288388,2795280487754952256,True,Male
3393, Mathew Mammen,https://www.crunchbase.com/person/mathew-mammen,14636105.549288388,567378651317185852,True,Male
3394, Subath Kamalasan,https://www.crunchbase.com/person/subath-kamalasan-2,14636105.549288388,7768179751491660550,True,Male
3395, Forest Gibson,https://www.crunchbase.com/person/forest-gibson-2,14621023.70319478,7608817585471617827,True,Male
3396, Jared Cheshier,https://www.crunchbase.com/person/jared-cheshier,14621023.70319478,7865717925232832098,True,Male
3397, John Vechey,https://www.crunchbase.com/person/john-vechey,14621023.70319478,5630328281293255919,True,Male
3399, Jerry Wojtowicz,https://www.crunchbase.com/person/jerry-wojtowicz,14616558.295825632,6569247092065161308,True,Male
3400, Sridhar Iyengar,https://www.crunchbase.com/person/sridhar-iyengar,14614910.760797266,166725885561751234,True,Male
3401, Sonny Vu,https://www.crunchbase.com/person/sonny-vu,14614910.760797266,7558727242587877322,True,Male
3402, Sean Safreed,https://www.crunchbase.com/person/sean-safreed,14598153.801247828,643304185853921833,True,Male
3403, Scott Squires,https://www.crunchbase.com/person/scott-squires,14598153.801247828,3793899589818429874,True,Male
3404, Bill Hensler,https://www.crunchbase.com/person/bill-hensler,14598153.801247828,4980251569249685961,True,Male
3405, Etienne Manderscheid,https://www.crunchbase.com/person/etienne-manderscheid,14589282.02447948,7584915686586151660,True,Male
3406, Jim Palmer,https://www.crunchbase.com/person/jim-palmer-2648,14589282.02447948,8733730857707631037,True,Male
3407, Felix Ejeckam,https://www.crunchbase.com/person/felix-ejeckam,14535999.78173683,1337642359135343009,True,Male
3408,Raghav Gupta,https://www.crunchbase.com/person/raghav-gupta-7f97,14535999.78173683,5978382513532103488,True,Male
3409, Ty Mitchell,https://www.crunchbase.com/person/ty-mitchell,14535999.78173683,647212519066447810,True,Male
3410, Nimrod Vax,https://www.crunchbase.com/person/nimrod-vax,14527597.461541878,2104404904138349832,True,Male
3411, Dmitri Sirota,https://www.crunchbase.com/person/dimitri-sirota,14527597.461541878,7420033965964030187,True,Male
3412, Sébastien Boyer,https://www.crunchbase.com/person/sebastien-boyer-2,14525356.462675115,5889293666886300012,True,Male
3413, Thomas Palomares,https://www.crunchbase.com/person/thomas-palomares,14525356.462675115,4340570368086324267,True,Male
3414, Stu Sjouwerman,https://www.crunchbase.com/person/stu-sjouwerman,14523263.017346647,3563333901470697797,True,Male
3415, Nikhil Jain,https://www.crunchbase.com/person/nikhil-r-jain,14514553.037493413,6464583326439536013,True,Male
3416, Adam Zheng,https://www.crunchbase.com/person/adam-zheng,14514553.037493413,8542941166985787033,True,Male
3417, Hillary Peterson,https://www.crunchbase.com/person/hillary-peterson,14505177.31094673,5576604004107523523,True,Female
3418, Jude Gomila,https://www.crunchbase.com/person/jude-gomila,14500000.0,7080737462957516783,True,Male
3419, Chris Combs,https://www.crunchbase.com/person/chris-combs,14500000.0,2397080399489293134,True,Male
3420, Gregory F. Poch,https://www.crunchbase.com/person/greg-poch,14500000.0,5724540773313050550,True,Male
3421, Yossi Appleboum,https://www.crunchbase.com/person/yossi-appleboum,14500000.0,6876728138421438095,True,Male
3423, Vishal Sunak,https://www.crunchbase.com/person/vishal-sunak,14500000.0,6569429516757826862,True,Male
3424, Steve Travaglini,https://www.crunchbase.com/person/steve-travaglini,14500000.0,3687553873560057704,True,Male
3425, Samir Vasavada,https://www.crunchbase.com/person/samir-vasavada,14500000.0,687214851773385633,True,Male
3426, Dan Malek,https://www.crunchbase.com/person/dan-malek,14500000.0,3920407336348724193,True,Male
3427, Runik Mehrotra,https://www.crunchbase.com/person/runik-mehrotra,14500000.0,2628720854181838728,True,Male
3429, Peter Bailis,https://www.crunchbase.com/person/peter-bailis-a5d6,14493121.592343042,1954240148458623877,True,Male
3430, Marcos Voltolini,https://www.crunchbase.com/person/marcos-voltolini,14471630.50392691,7618703202721853019,True,Male
3431, Razmig Hovaghimian,https://www.crunchbase.com/person/razmig-hovaghimian,14471630.50392691,8548684726776558879,True,Male
3432, Shawn Domer,https://www.crunchbase.com/person/shawn-domer,14444175.444708508,8979822845416689305,True,Male
3433, Jeff Schumann,https://www.crunchbase.com/person/jeff-schumann,14444175.444708508,2630249009176207515,True,Male
3434, James Tsai,https://www.crunchbase.com/person/james-tsai,14444175.444708508,6747442422880812706,True,Male
3435, Matt Huber,https://www.crunchbase.com/person/matt-huber,14444175.444708508,164748271885925341,True,Male
3436, Will Glaser,https://www.crunchbase.com/person/will-glaser,14438521.167048058,1530813530038560414,True,Male
3437, Heidi M. Hagen,https://www.crunchbase.com/person/heidi-m-hagen,14437794.69698516,3814905582032677906,True,Female
3438, Malek Faham,https://www.crunchbase.com/person/malek-faham,14437794.69698516,2685470262037489074,True,Male
3440, Amy DuRoss,https://www.crunchbase.com/person/amy-duross,14437794.69698516,7897415523581813122,True,Female
3441, Razmik Abnous,https://www.crunchbase.com/person/razmik-abnous-2,14437794.69698516,3265961332801816744,True,Male
3442, Ryan Beck,https://www.crunchbase.com/person/ryan-beck,14429390.031816766,1493070940178500738,True,Male
3443, Stephen Kuhl,https://www.crunchbase.com/person/stephen-kuhl,14429390.031816766,5691204903855683273,True,Male
3444, Kabeer Chopra,https://www.crunchbase.com/person/kabeer-chopra,14429390.031816766,5772703208552578933,True,Male
3445, Steve Gatena,https://www.crunchbase.com/person/steve-gatena,14429390.031816766,5641124897712046893,True,Male
3446, Michael Lynn,https://www.crunchbase.com/person/michael-lynn-2,14429390.031816766,7911918420777856726,True,Male
3447, Matthew Potter,https://www.crunchbase.com/person/matthew-potter-d6bd,14429390.031816766,3569054310016032342,True,Male
3449, Jeremy O'Brien,https://www.crunchbase.com/person/jeremy-o-brien,14406840.98283116,1138885084780824557,True,Male
3450, Jake Fields,https://www.crunchbase.com/person/jake-fields,14379777.975023247,8314897821618609319,True,Male
3451, Jack Kennedy,https://www.crunchbase.com/person/jack-kennedy-9b67,14379777.975023247,3793578228398098623,True,Male
3452, Alex Collmer,https://www.crunchbase.com/person/alex-collmer,14363403.429732213,142321181211753554,True,Male
3453, Craig Coblenz,https://www.crunchbase.com/person/craig-coblenz,14363403.429732213,8863533111720421309,True,Male
3454, Jason Donnell,https://www.crunchbase.com/person/jason-donnell,14363403.429732213,3792240280935674817,True,Male
3455, Zachary Scheel,https://www.crunchbase.com/person/zachary-scheel,14317769.630001072,3083730701835074955,True,Male
3456, Drew DeWalt,https://www.crunchbase.com/person/drew-dewalt,14317769.630001072,5825929242944694562,True,Male
3457, Phillip Dickson,https://www.crunchbase.com/person/phillip-dickson-dickson,14308689.813391812,2967306487766162160,True,Male
3461, Rémy Claret,https://www.crunchbase.com/person/r%C3%A9my-claret,14303407.85294595,1308884520420430680,True,Male
3462, Vincent Delamarre,https://www.crunchbase.com/person/vincent-delamarre,14303407.85294595,7238648087058444874,True,Male
3463, Sovan Bin,https://www.crunchbase.com/person/sovan-bin,14303407.85294595,3297663368701511098,True,Male
3464, Richard Zolezzi,https://www.crunchbase.com/person/richard-zolezzi,14303407.85294595,4569197056200374646,True,Male
3465, Dan Hunter,https://www.crunchbase.com/person/dan-hunter,14293738.540669473,3187907688455158845,True,Male
3466, Nick Alexander,https://www.crunchbase.com/person/nick-alexander-3,14293738.540669473,1532215573238200254,True,Male
