,UID,URL,Name,Score,image
1246,10006301,https://data.fei.org/Person/Performance.aspx?p=423AA4FB675DC5E6959BB88C333ABB00,Hugh Mutch,73,TRUE
1247,10023974,https://data.fei.org/Person/Performance.aspx?p=5AF0C59343EFE6E5A8240E572FA69C09,Khalid Hilal Al Khatri,71,TRUE
1248,10027611,https://data.fei.org/Person/Performance.aspx?p=EC9AE18A8A7B53EEBC6A25F255FF1AAA,Jefferson Martins Maquieira,70,TRUE
1249,10027782,https://data.fei.org/Person/Performance.aspx?p=42EF21CBB6F587D40B0833F7BFE0F6B,Rodrigo Ullmann Teixeira Lima,70,TRUE
1250,10029638,https://data.fei.org/Person/Performance.aspx?p=C4999C96B403F28ADC2C332026457AF9,Alfredo Ramirez Piedra,70,TRUE
1251,10033955,https://data.fei.org/Person/Performance.aspx?p=62761D5309663D478D6B651A6ED57EFB,Martin Dinesen Neergaard,70,TRUE
1252,10035603,https://data.fei.org/Person/Performance.aspx?p=AE0E5337D05F51D2E914097D525E546C,Kasper H. Hansen,70,TRUE
1253,10064948,https://data.fei.org/Person/Performance.aspx?p=F28C178710211B228D5458584700FF4E,Monika Grundkowska,70,TRUE
1254,10002507,https://data.fei.org/Person/Performance.aspx?p=98C98220E531112C3DF655C809B0F051,Pedro Paulo Luz Lacerda,70,TRUE
1255,10009216,https://data.fei.org/Person/Performance.aspx?p=1A3A42618FEEFA7070A0BF04921971C0,Matt Williams,70,TRUE
1256,10013481,https://data.fei.org/Person/Performance.aspx?p=4BE3FE83BCA6C4D062AC820F4C77580A,Aleksandr Lis,70,TRUE
1257,10071934,https://data.fei.org/Person/Performance.aspx?p=D915F4D2FB42F7C43E80FF8C7820EB90,Yago Alvarez Del Castillo Barba,70,TRUE
1258,10109295,https://data.fei.org/Person/Performance.aspx?p=1B4E363DA65E974CCDFAE1BFA8E17B97,Maya Ines Denis Chambon,70,TRUE
1259,10120884,https://data.fei.org/Person/Performance.aspx?p=37AC8162C956DB1E78F8B8D4C5B5DF3E,Claudia Michel Rodriguez,70,TRUE
1260,10111637,https://data.fei.org/Person/Performance.aspx?p=9327B14FEEC17F3927F064F6C1EA656B,Dorothy Douglas,70,TRUE
1261,10178270,https://data.fei.org/Person/Performance.aspx?p=642CC6788058FE6271EC0E032E92EDDE,Lindsey Paton,70,TRUE
1262,10142934,https://data.fei.org/Person/Performance.aspx?p=6E23F454EC69F0CE4B0AB3E3C7C2A252,Alexia Apostolescu,70,TRUE
